0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,-1,-1,17,17,17,17,17,17,17,17,17,17,17,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,37,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,-1,-1,-1,-1,-1,16,16,16,16,16,16,16,-1,39,48,48,48,48,48,48,48,48,48,48,48,39,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,48,48,48,48,48,48,48,48,48,48,48,48,48,48,39,39,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,17,17,-1,-1,-1,16,-1,-1,-1,37,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,12,12,12,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,19,-1,-1,-1,16,-1,-1,39,48,48,48,48,48,48,48,48,48,48,48,39,39,-1,-1,-1,17,17,-1,17,17,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1
0,1,1,1,48,48,48,48,48,48,48,48,48,48,48,48,48,48,1,1,2,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,-1,-1,-1,-1,-1,17,17,17,-1,-1,-1,-1,-1,16,16,16,-1,-1,-1,48,48,48,48,48,48,48,48,48,39,-1,-1,-1,-1,17,-1,-1,17,-1,-1,17,-1,-1,-1,-1,1,1,1,1,1,1,1,1,49,-1,-1,-1,-1
0,48,48,48,48,16,16,16,16,16,16,16,16,16,16,16,37,48,48,48,1,2,17,17,-1,-1,-1,-1,-1,33,-1,-1,-1,-1,-1,-1,-1,-1,48,48,48,48,48,48,18,-1,-1,17,17,48,17,17,63,28,-1,16,16,48,16,16,-1,-1,48,48,48,48,48,48,48,39,39,-1,-1,-1,-1,-1,17,-1,-1,2,-1,-1,17,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,49,-1,-1,-1,-1
0,48,48,48,39,-1,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,18,48,48,48,1,2,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,48,48,48,48,48,48,48,18,-1,-1,17,17,17,-1,48,48,48,-1,16,16,16,-1,-1,18,48,48,48,48,48,39,39,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,49,-1,-1,-1,-1
0,48,48,39,-1,-1,-1,18,48,48,48,48,48,18,-1,-1,-1,-1,18,48,48,48,1,2,-1,-1,-1,-1,-1,-1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,39,48,48,48,18,-1,-1,17,-1,-1,-1,48,-1,-1,-1,16,-1,-1,18,48,48,48,48,48,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,49,-1,-1,-1,-1
0,48,-1,-1,-1,-1,18,48,48,39,39,48,48,48,48,18,-1,-1,-1,18,48,48,48,1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,18,18,18,-1,39,48,48,48,18,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,18,48,48,48,48,48,39,-1,-1,18,18,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,12,12,12,-1,-1,49,-1,-1,-1,-1
0,-1,-1,-1,-1,18,48,48,39,-1,-1,39,39,48,48,48,48,18,-1,-1,18,48,48,48,-1,-1,-1,-1,2,1,1,1,1,1,2,2,-1,-1,-1,18,18,18,18,-1,39,48,48,48,4,4,3,-1,14,48,37,-1,3,4,4,48,48,48,48,48,39,-1,-1,18,18,-1,-1,-1,-1,2,2,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,11,9,10,-1,-1,49,-1,-1,-1,-1
